0,0000FD3196525481,75,585
1,0000CC1B04D23693,130,480
2,0000F70DB0BB03D6,103,505
3,0000E7D59BAD3DF7,103,532
4,0000EC5D713FFAD6,103,612
5,0000DC1CE1E611EE,3,14
6,0000CA99A21F385C,5,30
7,0000DBFEB97E8091,40,38
